algorithm,n_weapon_types,n_weapons,n_targets,value,time_sec,iterations,extra,category,instance_id,instance_file
ACO_Original,20,40,20,112.00576133913653,3.6932953000068665,22,,20x20,6,instance_006.json
ACO_Modified,20,40,20,8.958881067180933,3.650939200015273,21,improvement_pct=0.0000,20x20,6,instance_006.json
MMR_Original,20,39,20,6.2459541139103045,0.0034174000029452145,39,,20x20,7,instance_007.json
MMR_Modified,20,39,20,6.2459541139103045,0.050993199984077364,1,improvement_pct=0.0000,20x20,7,instance_007.json
ACO_Original,20,39,20,55.14318552627872,3.69815050001489,23,,20x20,7,instance_007.json
ACO_Modified,20,39,20,6.2459541139103045,3.719446400005836,22,improvement_pct=0.0000,20x20,7,instance_007.json
MMR_Original,20,41,20,6.74256247663732,0.0038410999695770442,41,,20x20,8,instance_008.json
MMR_Modified,20,41,20,6.547230570174235,0.15718800004106015,3,improvement_pct=2.8970,20x20,8,instance_008.json
ACO_Original,20,41,20,105.3185550254701,3.774979300040286,20,,20x20,8,instance_008.json
ACO_Modified,20,41,20,6.74256247663732,3.7585741000366397,21,improvement_pct=0.0000,20x20,8,instance_008.json
MMR_Original,20,44,20,2.813504876186076,0.004364399996120483,44,,20x20,9,instance_009.json
MMR_Modified,20,44,20,2.813504876186076,0.06378059997223318,1,improvement_pct=0.0000,20x20,9,instance_009.json
ACO_Original,20,44,20,80.4282213102776,3.9029187000123784,19,,20x20,9,instance_009.json
ACO_Modified,20,44,20,2.813504876186076,3.8316012999857776,18,improvement_pct=0.0000,20x20,9,instance_009.json
MMR_Original,20,43,20,8.37632219538414,0.005394199979491532,43,,20x20,10,instance_010.json
MMR_Modified,20,43,20,7.398721342568381,0.16896849998738617,3,improvement_pct=11.6710,20x20,10,instance_010.json
ACO_Original,20,43,20,66.34738300106962,3.8457197999814525,19,,20x20,10,instance_010.json
ACO_Modified,20,43,20,8.37632219538414,3.868201599980239,18,improvement_pct=0.0000,20x20,10,instance_010.json
MMR_Original,20,47,20,4.043738360781962,0.0052211000001989305,47,,20x20,11,instance_011.json
MMR_Modified,20,47,20,4.043738360781962,0.06902250001439825,1,improvement_pct=0.0000,20x20,11,instance_011.json
ACO_Original,20,47,20,105.58955892234391,3.9905041999882087,17,,20x20,11,instance_011.json
ACO_Modified,20,47,20,4.043738360781962,3.988766099966597,17,improvement_pct=0.0000,20x20,11,instance_011.json
MMR_Original,20,43,20,4.4338163654030005,0.004062200023327023,43,,20x20,12,instance_012.json
MMR_Modified,20,43,20,4.4338163654030005,0.060088699974585325,1,improvement_pct=0.0000,20x20,12,instance_012.json
ACO_Original,20,43,20,68.63442811459169,3.750819800014142,19,,20x20,12,instance_012.json
ACO_Modified,20,43,20,4.4338163654030005,3.864249100035522,19,improvement_pct=0.0000,20x20,12,instance_012.json
MMR_Original,20,42,20,5.243519747257294,0.003823900013230741,42,,20x20,13,instance_013.json
MMR_Modified,20,42,20,5.243519747257294,0.05862440000055358,1,improvement_pct=0.0000,20x20,13,instance_013.json
ACO_Original,20,42,20,118.37010881626124,3.706393900036346,75,,20x20,13,instance_013.json
ACO_Modified,20,42,20,5.243519747257294,3.707581199996639,124,improvement_pct=0.0000,20x20,13,instance_013.json
MMR_Original,20,41,20,12.469981533733375,0.0010480000055395067,41,,20x20,14,instance_014.json
MMR_Modified,20,41,20,12.469981533733375,0.015732200001366436,1,improvement_pct=0.0000,20x20,14,instance_014.json
ACO_Original,20,41,20,81.93190579873803,3.6539639999973588,133,,20x20,14,instance_014.json
ACO_Modified,20,41,20,12.469981533733375,3.641723999986425,137,improvement_pct=0.0000,20x20,14,instance_014.json
MMR_Original,20,46,20,3.871025141181689,0.0013487999676726758,46,,20x20,15,instance_015.json
MMR_Modified,20,46,20,3.871025141181689,0.021700299985241145,1,improvement_pct=0.0000,20x20,15,instance_015.json
ACO_Original,20,46,20,70.57374022111436,3.8535232999711297,113,,20x20,15,instance_015.json
ACO_Modified,20,46,20,3.871025141181689,3.8408453000010923,103,improvement_pct=0.0000,20x20,15,instance_015.json
MMR_Original,20,43,20,5.089401871310954,0.0013647000305354595,43,,20x20,16,instance_016.json
MMR_Modified,20,43,20,4.676003448265081,0.03128520003519952,2,improvement_pct=8.1227,20x20,16,instance_016.json
ACO_Original,20,43,20,62.151652991565086,3.7424058000324294,128,,20x20,16,instance_016.json
ACO_Modified,20,43,20,5.089401871310954,3.728782999969553,103,improvement_pct=0.0000,20x20,16,instance_016.json
MMR_Original,20,39,20,7.402777935463497,0.0009561000042594969,39,,20x20,17,instance_017.json
MMR_Modified,20,39,20,7.402777935463497,0.015481500013265759,1,improvement_pct=0.0000,20x20,17,instance_017.json
ACO_Original,20,39,20,105.23879073218171,3.5983961000456475,108,,20x20,17,instance_017.json
ACO_Modified,20,39,20,7.402777935463497,3.582951000018511,98,improvement_pct=0.0000,20x20,17,instance_017.json
MMR_Original,20,40,20,10.047151083425405,0.001012300024740398,40,,20x20,18,instance_018.json
MMR_Modified,20,40,20,9.513827552075178,0.04703349998453632,3,improvement_pct=5.3082,20x20,18,instance_018.json
ACO_Original,20,40,20,112.0579789385219,3.6255749000119977,127,,20x20,18,instance_018.json
ACO_Modified,20,40,20,10.047151083425405,3.631891299970448,133,improvement_pct=0.0000,20x20,18,instance_018.json
MMR_Original,20,38,20,7.885971320793457,0.0010554999462328851,38,,20x20,19,instance_019.json
MMR_Modified,20,38,20,7.885971320793457,0.013826699985656887,1,improvement_pct=0.0000,20x20,19,instance_019.json
ACO_Original,20,38,20,75.922401539315,3.520147299976088,143,,20x20,19,instance_019.json
ACO_Modified,20,38,20,7.885971320793457,3.619551000010688,31,improvement_pct=0.0000,20x20,19,instance_019.json
MMR_Original,20,49,20,2.127244348482195,0.005888699961360544,49,,20x20,20,instance_020.json
MMR_Modified,20,49,20,2.1136304783673623,0.14537450001807883,2,improvement_pct=0.6400,20x20,20,instance_020.json
ACO_Original,20,49,20,82.68196492299775,4.048892499995418,14,,20x20,20,instance_020.json
ACO_Modified,20,49,20,2.127244348482195,4.313143200008199,14,improvement_pct=0.0000,20x20,20,instance_020.json
MMR_Original,20,43,20,4.9113566238002795,0.003975900006480515,43,,20x20,21,instance_021.json
MMR_Modified,20,43,20,4.9113566238002795,0.061710999987553805,1,improvement_pct=0.0000,20x20,21,instance_021.json
ACO_Original,20,43,20,110.5375006395461,3.7447467999882065,23,,20x20,21,instance_021.json
ACO_Modified,20,43,20,4.9113566238002795,3.809123999963049,32,improvement_pct=0.0000,20x20,21,instance_021.json
MMR_Original,20,41,20,7.983237475560614,0.0026419999776408076,41,,20x20,22,instance_022.json
MMR_Modified,20,41,20,7.983237475560614,0.0466572999721393,1,improvement_pct=0.0000,20x20,22,instance_022.json
ACO_Original,20,41,20,99.491898620313,3.8000385999912396,20,,20x20,22,instance_022.json
ACO_Modified,20,41,20,7.983237475560614,3.755016000010073,20,improvement_pct=0.0000,20x20,22,instance_022.json
MMR_Original,20,38,20,7.40989214690828,0.004281400004401803,38,,20x20,23,instance_023.json
MMR_Modified,20,38,20,7.40989214690828,0.052781300037167966,1,improvement_pct=0.0000,20x20,23,instance_023.json
ACO_Original,20,38,20,119.85740455240456,3.592730099975597,22,,20x20,23,instance_023.json
ACO_Modified,20,38,20,7.40989214690828,3.622226299950853,21,improvement_pct=0.0000,20x20,23,instance_023.json
MMR_Original,20,49,20,1.722420957834126,0.006216000008862466,49,,20x20,24,instance_024.json
MMR_Modified,20,49,20,1.722420957834126,0.08236070000566542,1,improvement_pct=0.0000,20x20,24,instance_024.json
ACO_Original,20,49,20,89.88994130770163,4.174581400002353,15,,20x20,24,instance_024.json
ACO_Modified,20,49,20,1.722420957834126,4.158086299954448,15,improvement_pct=0.0000,20x20,24,instance_024.json
MMR_Original,20,41,20,6.736451828881114,0.006276800006162375,41,,20x20,25,instance_025.json
MMR_Modified,20,41,20,6.736451828881114,0.08724870003061369,1,improvement_pct=0.0000,20x20,25,instance_025.json
ACO_Original,20,41,20,121.40874439173137,3.732511500013061,18,,20x20,25,instance_025.json
ACO_Modified,20,41,20,6.736451828881114,3.6722020999877714,18,improvement_pct=0.0000,20x20,25,instance_025.json
MMR_Original,20,44,20,8.822675303365546,0.004180100047960877,44,,20x20,26,instance_026.json
MMR_Modified,20,44,20,8.456613680834382,0.13244369998574257,2,improvement_pct=4.1491,20x20,26,instance_026.json
ACO_Original,20,44,20,78.46927067317796,3.859342799987644,18,,20x20,26,instance_026.json
ACO_Modified,20,44,20,8.822675303365546,3.9446864999481477,17,improvement_pct=0.0000,20x20,26,instance_026.json
MMR_Original,20,42,20,8.004023449926597,0.003778700018301606,42,,20x20,27,instance_027.json
MMR_Modified,20,42,20,7.541034921486189,0.16160809999564663,3,improvement_pct=5.7844,20x20,27,instance_027.json
ACO_Original,20,42,20,90.53229024826437,3.799649099993985,20,,20x20,27,instance_027.json
ACO_Modified,20,42,20,8.004023449926597,3.6816438999958336,40,improvement_pct=0.0000,20x20,27,instance_027.json
MMR_Original,20,32,20,24.032175437320824,0.0007223000284284353,32,,20x20,28,instance_028.json
MMR_Modified,20,32,20,24.032175437320824,0.01217269996413961,1,improvement_pct=0.0000,20x20,28,instance_028.json
ACO_Original,20,32,20,117.99828272018487,3.2857013000175357,191,,20x20,28,instance_028.json
ACO_Modified,20,32,20,24.032175437320824,3.293979500012938,190,improvement_pct=0.0000,20x20,28,instance_028.json
MMR_Original,20,38,20,6.59856775508945,0.0010003999923355877,38,,20x20,29,instance_029.json
MMR_Modified,20,38,20,6.59856775508945,0.01334030000725761,1,improvement_pct=0.0000,20x20,29,instance_029.json
ACO_Original,20,38,20,63.488753181232454,3.5482735999976285,154,,20x20,29,instance_029.json
ACO_Modified,20,38,20,6.59856775508945,3.5366017999476753,144,improvement_pct=0.0000,20x20,29,instance_029.json
MMR_Original,20,40,20,5.389994952055264,0.001110200013499707,40,,20x20,30,instance_030.json
MMR_Modified,20,40,20,4.999099368924454,0.038129900000058115,2,improvement_pct=7.2522,20x20,30,instance_030.json
ACO_Original,20,40,20,71.27505903300707,3.602265299996361,138,,20x20,30,instance_030.json
ACO_Modified,20,40,20,5.389994952055264,3.6016552000073716,139,improvement_pct=0.0000,20x20,30,instance_030.json
MMR_Original,5,9,10,194.1137735538126,3.980001201853156e-05,9,,5w10t,1,instance_001.json
MMR_Modified,5,9,10,194.1137735538126,0.000591500021982938,1,improvement_pct=0.0000,5w10t,1,instance_001.json
ACO_Original,5,9,10,166.99377918229473,2.181079099944327,1346,,5w10t,1,instance_001.json
ACO_Modified,5,9,10,158.55990308896278,2.1802319000125863,1296,improvement_pct=18.3160,5w10t,1,instance_001.json
MMR_Original,5,11,10,138.09046536546927,6.059999577701092e-05,11,,5w10t,2,instance_002.json
MMR_Modified,5,11,10,138.09046536546927,0.0008133999654091895,1,improvement_pct=0.0000,5w10t,2,instance_002.json
ACO_Original,5,11,10,190.20066029160594,2.223216099955607,1006,,5w10t,2,instance_002.json
ACO_Modified,5,11,10,138.09046536546927,2.221253599971533,1061,improvement_pct=0.0000,5w10t,2,instance_002.json
MMR_Original,5,14,10,53.893591615068644,8.209998486563563e-05,14,,5w10t,3,instance_003.json
MMR_Modified,5,14,10,53.893591615068644,0.0011206999770365655,1,improvement_pct=0.0000,5w10t,3,instance_003.json
ACO_Original,5,14,10,75.53425258889777,2.286950900044758,687,,5w10t,3,instance_003.json
ACO_Modified,5,14,10,53.893591615068644,2.2842724000220187,420,improvement_pct=0.0000,5w10t,3,instance_003.json
MMR_Original,5,12,10,111.14723202550135,0.00011570000788196921,12,,5w10t,4,instance_004.json
MMR_Modified,5,12,10,111.14723202550135,0.002222799987066537,1,improvement_pct=0.0000,5w10t,4,instance_004.json
ACO_Original,5,12,10,139.8700282710539,2.2438415000215173,588,,5w10t,4,instance_004.json
ACO_Modified,5,12,10,111.14723202550135,2.2420845000306144,916,improvement_pct=0.0000,5w10t,4,instance_004.json
MMR_Original,5,8,10,81.54424909124141,0.00016930000856518745,8,,5w10t,5,instance_005.json
MMR_Modified,5,8,10,81.54424909124141,0.0017711000400595367,1,improvement_pct=0.0000,5w10t,5,instance_005.json
ACO_Original,5,8,10,81.54424909124141,2.1604208000353537,1473,,5w10t,5,instance_005.json
ACO_Modified,5,8,10,81.54424909124141,2.160730400006287,1410,improvement_pct=0.0000,5w10t,5,instance_005.json
MMR_Original,5,9,10,127.18113355341984,3.9000005926936865e-05,9,,5w10t,6,instance_006.json
MMR_Modified,5,9,10,127.18113355341984,0.0006068999646231532,1,improvement_pct=0.0000,5w10t,6,instance_006.json
ACO_Original,5,9,10,143.67562596306138,2.18050439999206,1371,,5w10t,6,instance_006.json
ACO_Modified,5,9,10,127.18113355341984,2.181151399970986,1325,improvement_pct=0.0000,5w10t,6,instance_006.json
MMR_Original,5,11,10,72.17783949961236,5.540001438930631e-05,11,,5w10t,7,instance_007.json
MMR_Modified,5,11,10,72.17783949961236,0.000790199963375926,1,improvement_pct=0.0000,5w10t,7,instance_007.json
ACO_Original,5,11,10,99.54521906885734,2.221683799987659,1094,,5w10t,7,instance_007.json
ACO_Modified,5,11,10,72.17783949961236,2.2208579999860376,1072,improvement_pct=0.0000,5w10t,7,instance_007.json
MMR_Original,5,13,10,76.59037016675089,0.00016250001499429345,13,,5w10t,8,instance_008.json
MMR_Modified,5,13,10,76.59037016675089,0.0027292000013403594,1,improvement_pct=0.0000,5w10t,8,instance_008.json
ACO_Original,5,13,10,106.66813444094754,2.277039500011597,212,,5w10t,8,instance_008.json
ACO_Modified,5,13,10,76.59037016675089,2.265015700017102,135,improvement_pct=0.0000,5w10t,8,instance_008.json
MMR_Original,5,6,10,145.87457565667881,7.43999844416976e-05,6,,5w10t,9,instance_009.json
MMR_Modified,5,6,10,145.87457565667881,0.002203000010922551,1,improvement_pct=0.0000,5w10t,9,instance_009.json
ACO_Original,5,6,10,127.5249029322762,2.124238000018522,237,,5w10t,9,instance_009.json
ACO_Modified,5,6,10,127.5249029322762,2.120685800036881,1620,improvement_pct=12.5791,5w10t,9,instance_009.json
MMR_Original,5,10,10,78.4691538963197,4.850002005696297e-05,10,,5w10t,10,instance_010.json
MMR_Modified,5,10,10,71.03495718630803,0.001941499998793006,3,improvement_pct=9.4740,5w10t,10,instance_010.json
ACO_Original,5,10,10,109.23816849104297,2.2010781000135466,1106,,5w10t,10,instance_010.json
ACO_Modified,5,10,10,78.4691538963197,2.2152321000467055,1069,improvement_pct=0.0000,5w10t,10,instance_010.json
MMR_Original,5,8,10,199.68115986760913,0.00014790002023801208,8,,5w10t,11,instance_011.json
MMR_Modified,5,8,10,199.68115986760913,0.010915699996985495,1,improvement_pct=0.0000,5w10t,11,instance_011.json
ACO_Original,5,8,10,184.48771650855747,2.1647595999529585,174,,5w10t,11,instance_011.json
ACO_Modified,5,8,10,183.79369623248795,2.1711117000086233,166,improvement_pct=7.9564,5w10t,11,instance_011.json
MMR_Original,5,11,10,76.91916950311814,0.00018540001474320889,11,,5w10t,12,instance_012.json
MMR_Modified,5,11,10,76.91916950311814,0.008638200000859797,1,improvement_pct=0.0000,5w10t,12,instance_012.json
ACO_Original,5,11,10,79.5133605496805,2.2225502000073902,124,,5w10t,12,instance_012.json
ACO_Modified,5,11,10,76.91916950311814,2.22937890002504,130,improvement_pct=0.0000,5w10t,12,instance_012.json
MMR_Original,5,9,10,69.86233827278129,0.00012559996685013175,9,,5w10t,13,instance_013.json
MMR_Modified,5,9,10,69.86233827278129,0.002643899992108345,1,improvement_pct=0.0000,5w10t,13,instance_013.json
ACO_Original,5,9,10,89.99929529700309,2.1845121000078507,175,,5w10t,13,instance_013.json
ACO_Modified,5,9,10,69.86233827278129,2.1862098000128753,149,improvement_pct=0.0000,5w10t,13,instance_013.json
MMR_Original,5,10,10,57.82022815350295,0.0001773000112734735,10,,5w10t,14,instance_014.json
MMR_Modified,5,10,10,57.82022815350295,0.003559500037226826,1,improvement_pct=0.0000,5w10t,14,instance_014.json
ACO_Original,5,10,10,65.63577337468449,2.2075385999633,233,,5w10t,14,instance_014.json
ACO_Modified,5,10,10,57.82022815350295,2.200540899997577,900,improvement_pct=0.0000,5w10t,14,instance_014.json
MMR_Original,5,11,10,129.79768656735408,5.390000296756625e-05,11,,5w10t,15,instance_015.json
MMR_Modified,5,11,10,129.79768656735408,0.0007881000055931509,1,improvement_pct=0.0000,5w10t,15,instance_015.json
ACO_Original,5,11,10,129.7235860912848,2.2205413000192493,942,,5w10t,15,instance_015.json
ACO_Modified,5,11,10,129.79768656735408,2.2201967000146396,1056,improvement_pct=0.0000,5w10t,15,instance_015.json
MMR_Original,5,11,10,127.01336481219084,9.190000128000975e-05,11,,5w10t,16,instance_016.json
MMR_Modified,5,11,10,127.01336481219084,0.0015380000113509595,1,improvement_pct=0.0000,5w10t,16,instance_016.json
ACO_Original,5,11,10,148.61544664125563,2.2206771000055596,1021,,5w10t,16,instance_016.json
ACO_Modified,5,11,10,123.39597695479554,2.220623000001069,1025,improvement_pct=2.8480,5w10t,16,instance_016.json
MMR_Original,5,10,10,100.68254476236501,4.630000330507755e-05,10,,5w10t,17,instance_017.json
MMR_Modified,5,10,10,95.07694561057014,0.0019401000463403761,3,improvement_pct=5.5676,5w10t,17,instance_017.json
ACO_Original,5,10,10,113.05251048441784,2.200596000009682,1262,,5w10t,17,instance_017.json
ACO_Modified,5,10,10,100.68254476236501,2.2149537000223063,155,improvement_pct=0.0000,5w10t,17,instance_017.json
MMR_Original,5,10,10,142.80094824089088,0.00016069994308054447,10,,5w10t,18,instance_018.json
MMR_Modified,5,10,10,142.80094824089088,0.003197799960616976,1,improvement_pct=0.0000,5w10t,18,instance_018.json
ACO_Original,5,10,10,155.467140472511,2.2041993999737315,164,,5w10t,18,instance_018.json
ACO_Modified,5,10,10,142.80094824089088,2.209031499980483,119,improvement_pct=0.0000,5w10t,18,instance_018.json
MMR_Original,5,9,10,210.90134407008665,0.00014459999511018395,9,,5w10t,19,instance_019.json
MMR_Modified,5,9,10,210.90134407008665,0.008131999988108873,1,improvement_pct=0.0000,5w10t,19,instance_019.json
ACO_Original,5,9,10,238.99012200719426,2.1906442000181414,161,,5w10t,19,instance_019.json
ACO_Modified,5,9,10,210.90134407008665,2.180552900012117,168,improvement_pct=0.0000,5w10t,19,instance_019.json
MMR_Original,5,9,10,129.62379662983065,0.0007973000174388289,9,,5w10t,20,instance_020.json
MMR_Modified,5,9,10,129.62379662983065,0.008328299969434738,1,improvement_pct=0.0000,5w10t,20,instance_020.json
ACO_Original,5,9,10,141.27164892257508,2.188087299990002,133,,5w10t,20,instance_020.json
ACO_Modified,5,9,10,129.62379662983065,2.181397599983029,169,improvement_pct=0.0000,5w10t,20,instance_020.json
MMR_Original,10,17,20,124.4521020703912,0.000674000009894371,17,,10w20t,1,instance_001.json
MMR_Modified,10,17,20,124.4521020703912,0.017304900044109672,1,improvement_pct=0.0000,10w20t,1,instance_001.json
ACO_Original,10,17,20,185.30657622202844,2.7262473999871872,61,,10w20t,1,instance_001.json
ACO_Modified,10,17,20,124.4521020703912,2.6986712000216357,49,improvement_pct=0.0000,10w20t,1,instance_001.json
MMR_Original,10,23,20,127.28564875655302,0.0012359999818727374,23,,10w20t,2,instance_002.json
MMR_Modified,10,23,20,127.28564875655302,0.029772499983664602,1,improvement_pct=0.0000,10w20t,2,instance_002.json
ACO_Original,10,23,20,212.95390920187998,2.9776624999940395,45,,10w20t,2,instance_002.json
ACO_Modified,10,23,20,127.28564875655302,3.0995145000051707,37,improvement_pct=0.0000,10w20t,2,instance_002.json
MMR_Original,10,25,20,70.61225705718817,0.000902600004337728,25,,10w20t,3,instance_003.json
MMR_Modified,10,25,20,70.61225705718817,0.03610630001639947,1,improvement_pct=0.0000,10w20t,3,instance_003.json
ACO_Original,10,25,20,172.82176071483525,3.034700000018347,27,,10w20t,3,instance_003.json
ACO_Modified,10,25,20,70.61225705718817,3.013230399985332,33,improvement_pct=0.0000,10w20t,3,instance_003.json
MMR_Original,10,19,20,161.32532487531347,0.0009321999968960881,19,,10w20t,4,instance_004.json
MMR_Modified,10,19,20,161.32532487531347,0.027156100026331842,1,improvement_pct=0.0000,10w20t,4,instance_004.json
ACO_Original,10,19,20,234.1366986673828,2.8042655999888666,47,,10w20t,4,instance_004.json
ACO_Modified,10,19,20,161.32532487531347,2.7816583000239916,47,improvement_pct=0.0000,10w20t,4,instance_004.json
MMR_Original,10,20,20,107.83588196822312,0.0010715000098571181,20,,10w20t,5,instance_005.json
MMR_Modified,10,20,20,107.83588196822312,0.023955699987709522,1,improvement_pct=0.0000,10w20t,5,instance_005.json
ACO_Original,10,20,20,240.0345420162775,2.8213859999668784,39,,10w20t,5,instance_005.json
ACO_Modified,10,20,20,107.83588196822312,2.8838586999918334,41,improvement_pct=0.0000,10w20t,5,instance_005.json
MMR_Original,10,19,20,96.84320057171381,0.0008265000069513917,19,,10w20t,6,instance_006.json
MMR_Modified,10,19,20,96.84320057171381,0.031643400026950985,1,improvement_pct=0.0000,10w20t,6,instance_006.json
ACO_Original,10,19,20,206.92424594434783,2.7674837000085972,40,,10w20t,6,instance_006.json
ACO_Modified,10,19,20,96.84320057171381,2.7600796000333503,64,improvement_pct=0.0000,10w20t,6,instance_006.json
MMR_Original,10,18,20,180.10850617887675,0.0008415000047534704,18,,10w20t,7,instance_007.json
MMR_Modified,10,18,20,162.83190745138916,0.037337299960199744,2,improvement_pct=9.5923,10w20t,7,instance_007.json
ACO_Original,10,18,20,209.35403697399155,2.7474992999923415,58,,10w20t,7,instance_007.json
ACO_Modified,10,18,20,180.10850617887675,2.738552000024356,62,improvement_pct=0.0000,10w20t,7,instance_007.json
MMR_Original,10,18,20,140.5370809072062,0.0009907999774441123,18,,10w20t,8,instance_008.json
MMR_Modified,10,18,20,138.1817380701964,0.047570599999744445,3,improvement_pct=1.6760,10w20t,8,instance_008.json
ACO_Original,10,18,20,231.71414862504528,2.726935099984985,64,,10w20t,8,instance_008.json
ACO_Modified,10,18,20,140.5370809072062,2.7273133999551646,320,improvement_pct=0.0000,10w20t,8,instance_008.json
MMR_Original,10,22,20,97.77034036352204,0.00038079998921602964,22,,10w20t,9,instance_009.json
MMR_Modified,10,22,20,97.77034036352204,0.005740900000091642,1,improvement_pct=0.0000,10w20t,9,instance_009.json
ACO_Original,10,22,20,207.47052005842247,2.8804172999807633,356,,10w20t,9,instance_009.json
ACO_Modified,10,22,20,97.77034036352204,2.8852606000145897,357,improvement_pct=0.0000,10w20t,9,instance_009.json
MMR_Original,10,20,20,197.48473537139733,0.0002749999985098839,20,,10w20t,10,instance_010.json
MMR_Modified,10,20,20,187.84460789667796,0.01281879999442026,3,improvement_pct=4.8815,10w20t,10,instance_010.json
ACO_Original,10,20,20,223.01725490868165,2.806450499978382,412,,10w20t,10,instance_010.json
ACO_Modified,10,20,20,197.48473537139733,2.8048149999813177,415,improvement_pct=0.0000,10w20t,10,instance_010.json
MMR_Original,10,22,20,74.32850280347333,0.00032400002237409353,22,,10w20t,11,instance_011.json
MMR_Modified,10,22,20,73.84234645960147,0.010183300008065999,2,improvement_pct=0.6541,10w20t,11,instance_011.json
ACO_Original,10,22,20,130.9699631035603,2.886325300030876,373,,10w20t,11,instance_011.json
ACO_Modified,10,22,20,74.32850280347333,2.8869947000057437,359,improvement_pct=0.0000,10w20t,11,instance_011.json
MMR_Original,10,18,20,186.68124051967152,0.000278000021353364,18,,10w20t,12,instance_012.json
MMR_Modified,10,18,20,186.68124051967152,0.004045100009534508,1,improvement_pct=0.0000,10w20t,12,instance_012.json
ACO_Original,10,18,20,266.6537672433258,2.7243656999780796,450,,10w20t,12,instance_012.json
ACO_Modified,10,18,20,186.68124051967152,2.7263540999847464,439,improvement_pct=0.0000,10w20t,12,instance_012.json
MMR_Original,10,21,20,140.53093833640142,0.001408600015565753,21,,10w20t,13,instance_013.json
MMR_Modified,10,21,20,140.53093833640142,0.02535050001461059,1,improvement_pct=0.0000,10w20t,13,instance_013.json
ACO_Original,10,21,20,248.20029002451867,2.8419176999595948,58,,10w20t,13,instance_013.json
ACO_Modified,10,21,20,140.53093833640142,2.8696818000171334,59,improvement_pct=0.0000,10w20t,13,instance_013.json
MMR_Original,10,17,20,229.8695112747201,0.0007285999599844217,17,,10w20t,14,instance_014.json
MMR_Modified,10,17,20,229.8695112747201,0.01435059995856136,1,improvement_pct=0.0000,10w20t,14,instance_014.json
ACO_Original,10,17,20,273.3349086745833,2.6936927000060678,70,,10w20t,14,instance_014.json
ACO_Modified,10,17,20,229.8695112747201,2.6871868000016548,71,improvement_pct=0.0000,10w20t,14,instance_014.json
MMR_Original,10,27,20,63.16917107436092,0.0016733999946154654,27,,10w20t,15,instance_015.json
MMR_Modified,10,27,20,63.16917107436092,0.030649300024379045,1,improvement_pct=0.0000,10w20t,15,instance_015.json
ACO_Original,10,27,20,140.7230533067569,3.0877833000267856,39,,10w20t,15,instance_015.json
ACO_Modified,10,27,20,63.16917107436092,3.144899200007785,101,improvement_pct=0.0000,10w20t,15,instance_015.json
MMR_Original,10,19,20,129.30073617302435,0.0008698999881744385,19,,10w20t,16,instance_016.json
MMR_Modified,10,19,20,128.0591784276706,0.03620410000439733,2,improvement_pct=0.9602,10w20t,16,instance_016.json
ACO_Original,10,19,20,174.45495595576332,2.800151100032963,70,,10w20t,16,instance_016.json
ACO_Modified,10,19,20,129.30073617302435,2.763649800035637,64,improvement_pct=0.0000,10w20t,16,instance_016.json
MMR_Original,10,19,20,113.88333441364998,0.0008486000006087124,19,,10w20t,17,instance_017.json
MMR_Modified,10,19,20,113.88333441364998,0.016373799997381866,1,improvement_pct=0.0000,10w20t,17,instance_017.json
ACO_Original,10,19,20,198.15126933806047,2.7608681000419892,61,,10w20t,17,instance_017.json
ACO_Modified,10,19,20,113.88333441364998,2.7736579999909736,75,improvement_pct=0.0000,10w20t,17,instance_017.json
MMR_Original,10,23,20,150.14008881843247,0.0012185000232420862,23,,10w20t,18,instance_018.json
MMR_Modified,10,23,20,147.0075790075522,0.045829599956050515,2,improvement_pct=2.0864,10w20t,18,instance_018.json
ACO_Original,10,23,20,180.8484101273038,2.9241372999968007,251,,10w20t,18,instance_018.json
ACO_Modified,10,23,20,150.14008881843247,2.926778999972157,334,improvement_pct=0.0000,10w20t,18,instance_018.json
MMR_Original,10,20,20,111.24057258685978,0.0005836000200361013,20,,10w20t,19,instance_019.json
MMR_Modified,10,20,20,111.24057258685978,0.009757100022397935,1,improvement_pct=0.0000,10w20t,19,instance_019.json
ACO_Original,10,20,20,159.48122626496541,2.8025076999911107,425,,10w20t,19,instance_019.json
ACO_Modified,10,20,20,111.24057258685978,2.8021978000178933,401,improvement_pct=0.0000,10w20t,19,instance_019.json
MMR_Original,10,21,20,164.883629489025,0.00030700000934302807,21,,10w20t,20,instance_020.json
MMR_Modified,10,21,20,164.883629489025,0.0057336000027135015,1,improvement_pct=0.0000,10w20t,20,instance_020.json
ACO_Original,10,21,20,240.05996000614923,2.8446030999766663,395,,10w20t,20,instance_020.json
ACO_Modified,10,21,20,164.883629489025,2.8466862000059336,366,improvement_pct=0.0000,10w20t,20,instance_020.json
MMR_Original,20,40,50,401.83103113866093,0.0025180999655276537,40,,20w50t,1,instance_001.json
MMR_Modified,20,40,50,401.83103113866093,0.053498600027523935,1,improvement_pct=0.0000,20w50t,1,instance_001.json
ACO_Original,20,40,50,753.891391771618,6.0238401999813505,182,,20w50t,1,instance_001.json
ACO_Modified,20,40,50,401.83103113866093,6.010492699977476,170,improvement_pct=0.0000,20w50t,1,instance_001.json
MMR_Original,20,43,50,243.55392233661368,0.0028245000285096467,43,,20w50t,2,instance_002.json
MMR_Modified,20,43,50,243.55392233661368,0.0485564999980852,1,improvement_pct=0.0000,20w50t,2,instance_002.json
