algorithm,n_weapons,n_targets,value,time_sec,iterations,extra,category,instance_id,instance_file
GA_Modified,100,100,605.2272056086069,20.009385500015924,724,improvement_pct=0.0000,medium_balanced,7,instance_007.json
MMR_Original,100,100,605.4432311694211,0.06935380000504665,100,,medium_balanced,8,instance_008.json
MMR_Modified,100,100,603.0133317257266,0.12955730000976473,5,improvement_pct=0.4013,medium_balanced,8,instance_008.json
GA_Original,100,100,906.9621657201144,20.005869000015082,744,,medium_balanced,8,instance_008.json
GA_Modified,100,100,604.7376472240139,20.005264799983706,693,improvement_pct=0.1165,medium_balanced,8,instance_008.json
MMR_Original,100,100,626.389426940187,0.05905069998698309,100,,medium_balanced,9,instance_009.json
MMR_Modified,100,100,625.4452771459709,0.1339528000098653,4,improvement_pct=0.1507,medium_balanced,9,instance_009.json
GA_Original,100,100,1010.9951197720743,20.01384619998862,785,,medium_balanced,9,instance_009.json
GA_Modified,100,100,626.389426940187,20.0019389000081,733,improvement_pct=0.0000,medium_balanced,9,instance_009.json
MMR_Original,100,100,698.139090146473,0.07968740002252162,100,,medium_balanced,10,instance_010.json
MMR_Modified,100,100,697.5083322871405,0.13364750001346692,4,improvement_pct=0.0903,medium_balanced,10,instance_010.json
GA_Original,100,100,1102.1686848174752,20.00063970001065,801,,medium_balanced,10,instance_010.json
GA_Modified,100,100,698.139090146473,20.024388099991484,724,improvement_pct=0.0000,medium_balanced,10,instance_010.json
MMR_Original,100,100,671.2055278537488,0.07124739998835139,100,,medium_balanced,11,instance_011.json
MMR_Modified,100,100,666.2473160968085,0.14158630001475103,5,improvement_pct=0.7387,medium_balanced,11,instance_011.json
GA_Original,100,100,1109.8490941762466,20.019916899997042,844,,medium_balanced,11,instance_011.json
GA_Modified,100,100,670.531828609199,20.03100540000014,743,improvement_pct=0.1004,medium_balanced,11,instance_011.json
MMR_Original,100,100,635.1734964711077,0.07851140000275336,100,,medium_balanced,12,instance_012.json
MMR_Modified,100,100,632.5399311059242,0.16869329998735338,4,improvement_pct=0.4146,medium_balanced,12,instance_012.json
GA_Original,100,100,992.9508710375162,20.001859400013927,811,,medium_balanced,12,instance_012.json
GA_Modified,100,100,635.1734964711077,20.019957700016676,802,improvement_pct=0.0000,medium_balanced,12,instance_012.json
MMR_Original,100,100,624.4247508069177,0.05978020001202822,100,,medium_balanced,13,instance_013.json
MMR_Modified,100,100,621.7541455322746,0.11738659997354262,4,improvement_pct=0.4277,medium_balanced,13,instance_013.json
GA_Original,100,100,983.7281862165639,20.004190900013782,789,,medium_balanced,13,instance_013.json
GA_Modified,100,100,624.4247508069177,20.010294699983206,768,improvement_pct=0.0000,medium_balanced,13,instance_013.json
MMR_Original,100,100,668.0061415921543,0.060242800012929365,100,,medium_balanced,14,instance_014.json
MMR_Modified,100,100,666.7301946261393,0.144874699995853,4,improvement_pct=0.1910,medium_balanced,14,instance_014.json
GA_Original,100,100,1073.9934167758438,20.016055200016126,797,,medium_balanced,14,instance_014.json
GA_Modified,100,100,668.0061415921543,20.025622000015574,745,improvement_pct=0.0000,medium_balanced,14,instance_014.json
MMR_Original,100,100,710.3624693538516,0.06307010000455193,100,,medium_balanced,15,instance_015.json
MMR_Modified,100,100,708.0297829407759,0.1171572000021115,4,improvement_pct=0.3284,medium_balanced,15,instance_015.json
GA_Original,100,100,1121.910716609904,20.021118899981957,777,,medium_balanced,15,instance_015.json
GA_Modified,100,100,710.3624693538516,20.01502150000306,774,improvement_pct=0.0000,medium_balanced,15,instance_015.json
MMR_Original,100,100,604.8594724839327,0.07378869998501614,100,,medium_balanced,16,instance_016.json
MMR_Modified,100,100,603.2488492508312,0.11677510000299662,4,improvement_pct=0.2663,medium_balanced,16,instance_016.json
GA_Original,100,100,925.473479118937,20.01226739998674,826,,medium_balanced,16,instance_016.json
GA_Modified,100,100,604.8594724839327,20.024283600010676,715,improvement_pct=0.0000,medium_balanced,16,instance_016.json
MMR_Original,100,100,611.3953776820214,0.06442119998973794,100,,medium_balanced,17,instance_017.json
MMR_Modified,100,100,608.6510318693767,0.1266530999855604,4,improvement_pct=0.4489,medium_balanced,17,instance_017.json
GA_Original,100,100,898.3172051631809,20.023534399981145,837,,medium_balanced,17,instance_017.json
GA_Modified,100,100,611.3953776820214,20.00578599999426,752,improvement_pct=0.0000,medium_balanced,17,instance_017.json
MMR_Original,100,100,671.1703792069496,0.07061870000325143,100,,medium_balanced,18,instance_018.json
MMR_Modified,100,100,665.5681283826129,0.11827800000901334,4,improvement_pct=0.8347,medium_balanced,18,instance_018.json
GA_Original,100,100,1002.0503116010244,20.02502800000366,795,,medium_balanced,18,instance_018.json
GA_Modified,100,100,671.1703792069496,20.00974340000539,804,improvement_pct=0.0000,medium_balanced,18,instance_018.json
MMR_Original,100,100,676.4898510676809,0.06655940000200644,100,,medium_balanced,19,instance_019.json
MMR_Modified,100,100,672.6443278984326,0.13589489998412319,4,improvement_pct=0.5685,medium_balanced,19,instance_019.json
GA_Original,100,100,1072.9109942143973,20.022128499986138,773,,medium_balanced,19,instance_019.json
GA_Modified,100,100,676.4898510676809,20.00143889998435,781,improvement_pct=0.0000,medium_balanced,19,instance_019.json
MMR_Original,100,100,682.2611194333174,0.07624910000595264,100,,medium_balanced,20,instance_020.json
MMR_Modified,100,100,679.3869299993738,0.14017579998471774,4,improvement_pct=0.4213,medium_balanced,20,instance_020.json
GA_Original,100,100,1095.2006620991854,20.0034169999999,785,,medium_balanced,20,instance_020.json
GA_Modified,100,100,680.6844150383422,20.00309380001272,753,improvement_pct=0.2311,medium_balanced,20,instance_020.json
MMR_Original,50,100,2593.9597735972916,0.029631199984578416,50,,medium_scarce,1,instance_001.json
MMR_Modified,50,100,2588.0581800526547,0.04624799999874085,4,improvement_pct=0.2275,medium_scarce,1,instance_001.json
GA_Original,50,100,2913.1283788939877,20.00850850000279,1097,,medium_scarce,1,instance_001.json
GA_Modified,50,100,2593.9597735972916,20.01931489998242,922,improvement_pct=0.0000,medium_scarce,1,instance_001.json
MMR_Original,50,100,2176.261199356434,0.019356400007382035,50,,medium_scarce,2,instance_002.json
MMR_Modified,50,100,2169.2715249220378,0.045039899996481836,4,improvement_pct=0.3212,medium_scarce,2,instance_002.json
GA_Original,50,100,2440.7308053133434,20.01223540000501,1170,,medium_scarce,2,instance_002.json
GA_Modified,50,100,2176.261199356434,20.005000899982406,884,improvement_pct=0.0000,medium_scarce,2,instance_002.json
MMR_Original,50,100,1921.884373892519,0.017651000001933426,50,,medium_scarce,3,instance_003.json
MMR_Modified,50,100,1914.8454877503593,0.03771720000077039,4,improvement_pct=0.3662,medium_scarce,3,instance_003.json
GA_Original,50,100,2176.74359459407,20.071054100000765,740,,medium_scarce,3,instance_003.json
GA_Modified,50,100,1921.884373892519,20.02570059997379,448,improvement_pct=0.0000,medium_scarce,3,instance_003.json
MMR_Original,50,100,1912.3938760011083,0.019003800000064075,50,,medium_scarce,4,instance_004.json
MMR_Modified,50,100,1909.338718241835,0.085335900017526,4,improvement_pct=0.1598,medium_scarce,4,instance_004.json
GA_Original,50,100,2175.5593713893845,20.003967199998442,2475,,medium_scarce,4,instance_004.json
GA_Modified,50,100,1912.3938760011083,20.000785999989603,3328,improvement_pct=0.0000,medium_scarce,4,instance_004.json
MMR_Original,50,100,1974.05417495414,0.00492189999204129,50,,medium_scarce,5,instance_005.json
MMR_Modified,50,100,1972.512089889364,0.015199099987512454,4,improvement_pct=0.0781,medium_scarce,5,instance_005.json
GA_Original,50,100,2209.147597712221,20.00638209999306,3931,,medium_scarce,5,instance_005.json
GA_Modified,50,100,1961.35525217104,20.00442889999249,3445,improvement_pct=0.6433,medium_scarce,5,instance_005.json
MMR_Original,50,100,2021.761110431122,0.005697499989764765,50,,medium_scarce,6,instance_006.json
MMR_Modified,50,100,2015.9054173602892,0.013393000001087785,4,improvement_pct=0.2896,medium_scarce,6,instance_006.json
GA_Original,50,100,2209.0113370888453,20.001675500010606,3863,,medium_scarce,6,instance_006.json
GA_Modified,50,100,2021.761110431122,20.000379800010705,3361,improvement_pct=0.0000,medium_scarce,6,instance_006.json
MMR_Original,50,100,2080.1752900134125,0.011848000023746863,50,,medium_scarce,7,instance_007.json
MMR_Modified,50,100,2077.8663458724623,0.022857799980556592,4,improvement_pct=0.1110,medium_scarce,7,instance_007.json
GA_Original,50,100,2275.1032625088164,20.007015000010142,4035,,medium_scarce,7,instance_007.json
GA_Modified,50,100,2073.6935431090064,20.0036734000023,3359,improvement_pct=0.3116,medium_scarce,7,instance_007.json
MMR_Original,50,100,2386.376857837942,0.004719899996416643,50,,medium_scarce,8,instance_008.json
MMR_Modified,50,100,2376.876897922178,0.01477020001038909,4,improvement_pct=0.3981,medium_scarce,8,instance_008.json
GA_Original,50,100,2558.7917352136737,20.002526600001147,3872,,medium_scarce,8,instance_008.json
GA_Modified,50,100,2386.376857837942,20.00064419998671,3250,improvement_pct=0.0000,medium_scarce,8,instance_008.json
MMR_Original,50,100,1802.6104518031016,0.0072296000143978745,50,,medium_scarce,9,instance_009.json
MMR_Modified,50,100,1798.3427983230595,0.014287400001194328,4,improvement_pct=0.2367,medium_scarce,9,instance_009.json
GA_Original,50,100,2134.8693668578576,20.00300180001068,3933,,medium_scarce,9,instance_009.json
GA_Modified,50,100,1802.6104518031016,20.001501899998402,3421,improvement_pct=0.0000,medium_scarce,9,instance_009.json
MMR_Original,50,100,1981.2682964763328,0.008333400008268654,50,,medium_scarce,10,instance_010.json
MMR_Modified,50,100,1969.4789076475904,0.019396599993342534,4,improvement_pct=0.5950,medium_scarce,10,instance_010.json
GA_Original,50,100,2178.2596030641444,20.005209599999944,3941,,medium_scarce,10,instance_010.json
GA_Modified,50,100,1981.2682964763328,20.001182599982712,3324,improvement_pct=0.0000,medium_scarce,10,instance_010.json
MMR_Original,50,100,2209.905315356252,0.004461300006369129,50,,medium_scarce,11,instance_011.json
MMR_Modified,50,100,2208.142509565749,0.013474900013534352,3,improvement_pct=0.0798,medium_scarce,11,instance_011.json
GA_Original,50,100,2517.4390632688414,20.004162400000496,3851,,medium_scarce,11,instance_011.json
GA_Modified,50,100,2209.905315356252,20.006620400003158,3338,improvement_pct=0.0000,medium_scarce,11,instance_011.json
MMR_Original,50,100,2041.7218953946337,0.007638000010047108,50,,medium_scarce,12,instance_012.json
MMR_Modified,50,100,2041.7218953946337,0.020126899995375425,2,improvement_pct=0.0000,medium_scarce,12,instance_012.json
GA_Original,50,100,2299.5706288219094,20.004084399988642,3956,,medium_scarce,12,instance_012.json
GA_Modified,50,100,2040.4593047623414,20.002303300017957,3426,improvement_pct=0.0618,medium_scarce,12,instance_012.json
MMR_Original,50,100,2290.532180378643,0.008353900018846616,50,,medium_scarce,13,instance_013.json
MMR_Modified,50,100,2276.6745520289874,0.024161299981642514,4,improvement_pct=0.6050,medium_scarce,13,instance_013.json
GA_Original,50,100,2537.4236838701404,20.002796600019792,3856,,medium_scarce,13,instance_013.json
GA_Modified,50,100,2290.532180378643,20.003166100010276,3318,improvement_pct=0.0000,medium_scarce,13,instance_013.json
MMR_Original,50,100,2036.8274487018648,0.005507599998963997,50,,medium_scarce,14,instance_014.json
MMR_Modified,50,100,2025.285153739703,0.013804899994283915,4,improvement_pct=0.5667,medium_scarce,14,instance_014.json
GA_Original,50,100,2228.5650778284707,20.005780200008303,3925,,medium_scarce,14,instance_014.json
GA_Modified,50,100,2021.5745102190122,20.003307999984827,3462,improvement_pct=0.7489,medium_scarce,14,instance_014.json
MMR_Original,50,100,2183.9376838496373,0.01450039999326691,50,,medium_scarce,15,instance_015.json
MMR_Modified,50,100,2179.526621636152,0.01902850001351908,4,improvement_pct=0.2020,medium_scarce,15,instance_015.json
GA_Original,50,100,2385.9757727404603,20.002254100021673,3886,,medium_scarce,15,instance_015.json
GA_Modified,50,100,2183.9376838496373,20.001517700002296,3325,improvement_pct=0.0000,medium_scarce,15,instance_015.json
MMR_Original,50,100,2094.5152513868684,0.005469800002174452,50,,medium_scarce,16,instance_016.json
MMR_Modified,50,100,2079.4903881967575,0.01333449999219738,4,improvement_pct=0.7173,medium_scarce,16,instance_016.json
GA_Original,50,100,2289.0304889244767,20.00024549997761,3893,,medium_scarce,16,instance_016.json
GA_Modified,50,100,2094.5152513868684,20.00147720001405,3475,improvement_pct=0.0000,medium_scarce,16,instance_016.json
MMR_Original,50,100,1891.1532043871475,0.006816000008257106,50,,medium_scarce,17,instance_017.json
MMR_Modified,50,100,1887.2543590589892,0.018169499991927296,4,improvement_pct=0.2062,medium_scarce,17,instance_017.json
GA_Original,50,100,2069.9242791620472,20.00216000000364,3927,,medium_scarce,17,instance_017.json
GA_Modified,50,100,1891.1532043871475,20.003363499999978,3297,improvement_pct=0.0000,medium_scarce,17,instance_017.json
MMR_Original,50,100,2103.877698419028,0.004843500006245449,50,,medium_scarce,18,instance_018.json
MMR_Modified,50,100,2091.0318768897914,0.013323899998795241,3,improvement_pct=0.6106,medium_scarce,18,instance_018.json
GA_Original,50,100,2275.6126983219697,20.003393599996343,3847,,medium_scarce,18,instance_018.json
GA_Modified,50,100,2103.877698419028,20.003157500003,3327,improvement_pct=0.0000,medium_scarce,18,instance_018.json
MMR_Original,50,100,1926.5958677038107,0.004637999983970076,50,,medium_scarce,19,instance_019.json
MMR_Modified,50,100,1926.5958677038107,0.014677200000733137,2,improvement_pct=0.0000,medium_scarce,19,instance_019.json
GA_Original,50,100,2148.0708753078366,20.00132979999762,3917,,medium_scarce,19,instance_019.json
GA_Modified,50,100,1914.9238097470693,20.00054859998636,3394,improvement_pct=0.6058,medium_scarce,19,instance_019.json
MMR_Original,50,100,2074.1868826555515,0.015099799988092855,50,,medium_scarce,20,instance_020.json
MMR_Modified,50,100,2070.301888355231,0.022848199994768947,4,improvement_pct=0.1873,medium_scarce,20,instance_020.json
GA_Original,50,100,2337.101140256949,20.002242099988507,3934,,medium_scarce,20,instance_020.json
GA_Modified,50,100,2072.963086248255,20.00157749999198,3293,improvement_pct=0.0590,medium_scarce,20,instance_020.json
MMR_Original,150,100,249.74160610588916,0.04214170001796447,150,,medium_rich,1,instance_001.json
MMR_Modified,150,100,249.155152965884,0.10075300000607967,4,improvement_pct=0.2348,medium_rich,1,instance_001.json
GA_Original,150,100,497.8042356371266,60.01699560001725,1315,,medium_rich,1,instance_001.json
GA_Modified,150,100,249.74160610588916,60.03009680000832,926,improvement_pct=0.0000,medium_rich,1,instance_001.json
MMR_Original,150,100,253.49567587915143,0.13678699999582022,150,,medium_rich,2,instance_002.json
MMR_Modified,150,100,252.27582360960224,0.32894400000805035,5,improvement_pct=0.4812,medium_rich,2,instance_002.json
GA_Original,150,100,478.12190102011186,60.06088509998517,937,,medium_rich,2,instance_002.json
GA_Modified,150,100,252.66839414797732,60.02062019999721,935,improvement_pct=0.3263,medium_rich,2,instance_002.json
MMR_Original,150,100,236.83938048876686,0.13517759999376722,150,,medium_rich,3,instance_003.json
MMR_Modified,150,100,235.8405200802666,0.28673670001444407,4,improvement_pct=0.4217,medium_rich,3,instance_003.json
GA_Original,150,100,421.77840298829346,60.03509320001467,934,,medium_rich,3,instance_003.json
GA_Modified,150,100,236.83938048876686,60.03913160000229,948,improvement_pct=0.0000,medium_rich,3,instance_003.json
MMR_Original,150,100,234.0230076627791,0.1408811000001151,150,,medium_rich,4,instance_004.json
MMR_Modified,150,100,233.005634634428,0.39078210000297986,5,improvement_pct=0.4347,medium_rich,4,instance_004.json
GA_Original,150,100,452.39318209543416,60.05284059999394,928,,medium_rich,4,instance_004.json
GA_Modified,150,100,233.77959802921004,60.02343919998384,931,improvement_pct=0.1040,medium_rich,4,instance_004.json
MMR_Original,150,100,267.6932788641127,0.13545510001131333,150,,medium_rich,5,instance_005.json
MMR_Modified,150,100,266.0946724688002,0.30187949998071417,4,improvement_pct=0.5972,medium_rich,5,instance_005.json
GA_Original,150,100,538.6334850847069,60.001422700006515,931,,medium_rich,5,instance_005.json
GA_Modified,150,100,267.6932788641127,60.00158899999224,927,improvement_pct=0.0000,medium_rich,5,instance_005.json
MMR_Original,150,100,247.69428228043176,0.1410217999946326,150,,medium_rich,6,instance_006.json
MMR_Modified,150,100,246.96065596539952,0.2665936000121292,4,improvement_pct=0.2962,medium_rich,6,instance_006.json
GA_Original,150,100,422.70037326262434,60.039331800013315,924,,medium_rich,6,instance_006.json
GA_Modified,150,100,247.69428228043176,60.020482699997956,938,improvement_pct=0.0000,medium_rich,6,instance_006.json
MMR_Original,150,100,260.0629609563299,0.14435230000526644,150,,medium_rich,7,instance_007.json
MMR_Modified,150,100,258.9756397971287,0.30652469999040477,4,improvement_pct=0.4181,medium_rich,7,instance_007.json
GA_Original,150,100,505.2567040547824,60.04539799998747,937,,medium_rich,7,instance_007.json
GA_Modified,150,100,260.0629609563299,60.01054349998594,944,improvement_pct=0.0000,medium_rich,7,instance_007.json
MMR_Original,150,100,259.1069392052964,0.1396410999877844,150,,medium_rich,8,instance_008.json
MMR_Modified,150,100,258.46634967583907,0.3129512000014074,4,improvement_pct=0.2472,medium_rich,8,instance_008.json
GA_Original,150,100,466.3462424489649,60.03014520002762,936,,medium_rich,8,instance_008.json
GA_Modified,150,100,259.1069392052964,60.00639819999924,946,improvement_pct=0.0000,medium_rich,8,instance_008.json
MMR_Original,150,100,234.44244258206317,0.16248870000708848,150,,medium_rich,9,instance_009.json
MMR_Modified,150,100,233.1087188907757,0.34338810000917874,4,improvement_pct=0.5689,medium_rich,9,instance_009.json
GA_Original,150,100,459.01910315582205,60.05198289998225,927,,medium_rich,9,instance_009.json
GA_Modified,150,100,234.44244258206317,60.029876199987484,949,improvement_pct=0.0000,medium_rich,9,instance_009.json
MMR_Original,150,100,263.2946725293617,0.14210380002623424,150,,medium_rich,10,instance_010.json
MMR_Modified,150,100,261.14187934425416,0.3485262999893166,5,improvement_pct=0.8176,medium_rich,10,instance_010.json
GA_Original,150,100,455.3037464958122,60.04195849999087,920,,medium_rich,10,instance_010.json
GA_Modified,150,100,263.15624911319037,60.03046300000278,954,improvement_pct=0.0526,medium_rich,10,instance_010.json
MMR_Original,150,100,259.55397233309014,0.13989039999432862,150,,medium_rich,11,instance_011.json
MMR_Modified,150,100,258.73381307354083,0.31297369999811053,4,improvement_pct=0.3160,medium_rich,11,instance_011.json
GA_Original,150,100,504.59996610414595,60.05213900000672,872,,medium_rich,11,instance_011.json
GA_Modified,150,100,259.05129299298915,60.0347974000033,889,improvement_pct=0.1937,medium_rich,11,instance_011.json
MMR_Original,150,100,252.30701632979964,0.1465228000015486,150,,medium_rich,12,instance_012.json
MMR_Modified,150,100,251.3441808788844,0.29581929999403656,4,improvement_pct=0.3816,medium_rich,12,instance_012.json
GA_Original,150,100,483.8749679346079,273.6549382999947,602,,medium_rich,12,instance_012.json
GA_Modified,150,100,252.30701632979964,60.01174789998913,3275,improvement_pct=0.0000,medium_rich,12,instance_012.json
MMR_Original,150,100,221.6041562223004,0.06362580001587048,150,,medium_rich,13,instance_013.json
MMR_Modified,150,100,221.2065546069628,0.14233459997922182,4,improvement_pct=0.1794,medium_rich,13,instance_013.json
GA_Original,150,100,367.25284220639674,60.000787500001024,3570,,medium_rich,13,instance_013.json
GA_Modified,150,100,221.6041562223004,60.01385149999987,3820,improvement_pct=0.0000,medium_rich,13,instance_013.json
MMR_Original,150,100,213.8445516392554,0.06337870002607815,150,,medium_rich,14,instance_014.json
MMR_Modified,150,100,213.19230349178858,0.1555967999738641,4,improvement_pct=0.3050,medium_rich,14,instance_014.json
GA_Original,150,100,383.78389639822194,60.00213789998088,3583,,medium_rich,14,instance_014.json
GA_Modified,150,100,213.60258441125603,60.00755440001376,3824,improvement_pct=0.1132,medium_rich,14,instance_014.json
MMR_Original,150,100,249.3751265099723,0.06436229997780174,150,,medium_rich,15,instance_015.json
MMR_Modified,150,100,248.51619058682405,0.13496859997394495,4,improvement_pct=0.3444,medium_rich,15,instance_015.json
GA_Original,150,100,411.1806934050244,60.020496199984336,3618,,medium_rich,15,instance_015.json
GA_Modified,150,100,249.3751265099723,60.01310569999623,3787,improvement_pct=0.0000,medium_rich,15,instance_015.json
MMR_Original,150,100,234.87315402583968,0.04246759999659844,150,,medium_rich,16,instance_016.json
MMR_Modified,150,100,233.63603111886974,0.09675279998918995,5,improvement_pct=0.5267,medium_rich,16,instance_016.json
GA_Original,150,100,393.41576006838767,60.015125999983866,3616,,medium_rich,16,instance_016.json
GA_Modified,150,100,234.10602573660847,60.006014099984895,3779,improvement_pct=0.3266,medium_rich,16,instance_016.json
MMR_Original,150,100,262.6047913976138,0.04109990000142716,150,,medium_rich,17,instance_017.json
MMR_Modified,150,100,261.6950133903183,0.09696279998752289,5,improvement_pct=0.3464,medium_rich,17,instance_017.json
GA_Original,150,100,460.4736754581412,60.01770409999881,3603,,medium_rich,17,instance_017.json
GA_Modified,150,100,262.1330791913684,60.0006035999977,3773,improvement_pct=0.1796,medium_rich,17,instance_017.json
MMR_Original,150,100,226.4900327171148,0.04164100001798943,150,,medium_rich,18,instance_018.json
MMR_Modified,150,100,225.748514522477,0.09082559999660589,4,improvement_pct=0.3274,medium_rich,18,instance_018.json
GA_Original,150,100,385.25884960269167,60.009100299997954,3609,,medium_rich,18,instance_018.json
GA_Modified,150,100,226.4900327171148,60.00711949999095,3762,improvement_pct=0.0000,medium_rich,18,instance_018.json
MMR_Original,150,100,219.79410421498923,0.042451499990420416,150,,medium_rich,19,instance_019.json
MMR_Modified,150,100,219.39043893801164,0.0960369999811519,4,improvement_pct=0.1837,medium_rich,19,instance_019.json
GA_Original,150,100,384.7404081350513,60.00136300001759,3615,,medium_rich,19,instance_019.json
GA_Modified,150,100,219.22744294900903,60.01170760000241,3790,improvement_pct=0.2578,medium_rich,19,instance_019.json
MMR_Original,150,100,222.69142856087294,0.04755090002436191,150,,medium_rich,20,instance_020.json
MMR_Modified,150,100,222.15954736121776,0.13368450000416487,4,improvement_pct=0.2388,medium_rich,20,instance_020.json
GA_Original,150,100,388.46958065665234,60.00684089999413,3556,,medium_rich,20,instance_020.json
GA_Modified,150,100,222.69142856087294,60.00622809998458,3801,improvement_pct=0.0000,medium_rich,20,instance_020.json
MMR_Original,250,250,1448.7257422542539,0.2773970999987796,250,,large_balanced,1,instance_001.json
MMR_Modified,250,250,1446.7894676711906,0.6617887000029441,5,improvement_pct=0.1337,large_balanced,1,instance_001.json
GA_Original,250,250,2405.8985881265357,60.03493809999782,1337,,large_balanced,1,instance_001.json
GA_Modified,250,250,1448.2544540097067,60.019186899997294,1483,improvement_pct=0.0325,large_balanced,1,instance_001.json
MMR_Original,250,250,1478.8052674858748,0.27837539999745786,250,,large_balanced,2,instance_002.json
MMR_Modified,250,250,1476.2546895122446,0.5704989999940153,4,improvement_pct=0.1725,large_balanced,2,instance_002.json
GA_Original,250,250,2348.1641322755977,60.0362208999868,1328,,large_balanced,2,instance_002.json
GA_Modified,250,250,1478.8052674858748,624.4204480999906,75,improvement_pct=0.0000,large_balanced,2,instance_002.json
MMR_Original,250,250,1531.2980034783611,0.8199052000127267,250,,large_balanced,3,instance_003.json
MMR_Modified,250,250,1527.3401535659775,1.3519442999968305,4,improvement_pct=0.2585,large_balanced,3,instance_003.json
GA_Original,250,250,2629.4530461448617,60.03637760001584,1179,,large_balanced,3,instance_003.json
GA_Modified,250,250,1531.2980034783611,60.178759800008265,814,improvement_pct=0.0000,large_balanced,3,instance_003.json
MMR_Original,250,250,1491.0062834387236,1.1219731000019237,250,,large_balanced,4,instance_004.json
MMR_Modified,250,250,1486.907313822617,2.1588864999939688,4,improvement_pct=0.2749,large_balanced,4,instance_004.json
GA_Original,250,250,2470.3721639186465,60.00742650000029,887,,large_balanced,4,instance_004.json
GA_Modified,250,250,1491.0062834387236,60.00863389999722,1462,improvement_pct=0.0000,large_balanced,4,instance_004.json
MMR_Original,250,250,1471.0958478912032,0.41789429998607375,250,,large_balanced,5,instance_005.json
MMR_Modified,250,250,1470.0441261651858,0.7701561000139918,4,improvement_pct=0.0715,large_balanced,5,instance_005.json
GA_Original,250,250,2414.5381401798245,60.02029479999328,1354,,large_balanced,5,instance_005.json
GA_Modified,250,250,1471.0958478912032,60.03725199998007,1465,improvement_pct=0.0000,large_balanced,5,instance_005.json
MMR_Original,250,250,1499.6318461735123,0.41866520000621676,250,,large_balanced,6,instance_006.json
MMR_Modified,250,250,1498.9922830584649,0.8701780999836046,4,improvement_pct=0.0426,large_balanced,6,instance_006.json
GA_Original,250,250,2535.606351883935,60.006099299993366,1350,,large_balanced,6,instance_006.json
GA_Modified,250,250,1499.6318461735123,60.041360600007465,1456,improvement_pct=0.0000,large_balanced,6,instance_006.json
MMR_Original,250,250,1425.9699855414278,0.3056569999898784,250,,large_balanced,7,instance_007.json
MMR_Modified,250,250,1425.0355978880998,0.6488899999822024,5,improvement_pct=0.0655,large_balanced,7,instance_007.json
GA_Original,250,250,2335.2940108909024,60.0540160999808,1343,,large_balanced,7,instance_007.json
GA_Modified,250,250,1425.7974167371585,60.028281600010814,1465,improvement_pct=0.0121,large_balanced,7,instance_007.json
MMR_Original,250,250,1449.2810326175022,0.28471010000794195,250,,large_balanced,8,instance_008.json
MMR_Modified,250,250,1447.0714685567382,0.5617548000009265,4,improvement_pct=0.1525,large_balanced,8,instance_008.json
GA_Original,250,250,2387.853522564773,60.02597849999438,1339,,large_balanced,8,instance_008.json
GA_Modified,250,250,1449.2810326175022,60.02192699999432,1473,improvement_pct=0.0000,large_balanced,8,instance_008.json
MMR_Original,250,250,1507.991625237491,0.283472500013886,250,,large_balanced,9,instance_009.json
MMR_Modified,250,250,1505.5601412233298,0.5678125999984331,4,improvement_pct=0.1612,large_balanced,9,instance_009.json
GA_Original,250,250,2658.4394629439175,60.015192499995464,1326,,large_balanced,9,instance_009.json
GA_Modified,250,250,1507.991625237491,60.01823779998813,1488,improvement_pct=0.0000,large_balanced,9,instance_009.json
MMR_Original,250,250,1501.9511724343888,0.2819889000093099,250,,large_balanced,10,instance_010.json
MMR_Modified,250,250,1500.5286882264086,0.6431830999790691,4,improvement_pct=0.0947,large_balanced,10,instance_010.json
GA_Original,250,250,2526.8068583162944,60.01605869998457,1321,,large_balanced,10,instance_010.json
GA_Modified,250,250,1501.9511724343888,60.02731330000097,1476,improvement_pct=0.0000,large_balanced,10,instance_010.json
MMR_Original,250,250,1498.1466109463136,0.42596120000234805,250,,large_balanced,11,instance_011.json
MMR_Modified,250,250,1497.8326516138436,0.9158016000001226,3,improvement_pct=0.0210,large_balanced,11,instance_011.json
GA_Original,250,250,2476.9212480242377,60.03619020001497,1354,,large_balanced,11,instance_011.json
GA_Modified,250,250,1498.1466109463136,60.01087440000265,1451,improvement_pct=0.0000,large_balanced,11,instance_011.json
MMR_Original,250,250,1489.4605490158187,0.2795132999890484,250,,large_balanced,12,instance_012.json
MMR_Modified,250,250,1485.010212274946,0.6334480000077747,6,improvement_pct=0.2988,large_balanced,12,instance_012.json
GA_Original,250,250,2459.9452825894455,60.010099500010256,1345,,large_balanced,12,instance_012.json
GA_Modified,250,250,1487.7940096498914,60.01477540002088,1471,improvement_pct=0.1119,large_balanced,12,instance_012.json
MMR_Original,250,250,1492.0039688145082,0.2818851000047289,250,,large_balanced,13,instance_013.json
MMR_Modified,250,250,1491.4010979991158,0.6078164999780711,5,improvement_pct=0.0404,large_balanced,13,instance_013.json
GA_Original,250,250,2368.325013899374,60.0126036000147,1324,,large_balanced,13,instance_013.json
GA_Modified,250,250,1491.9268074321997,60.018971100013005,1488,improvement_pct=0.0052,large_balanced,13,instance_013.json
MMR_Original,250,250,1388.3755413988567,0.28089610001188703,250,,large_balanced,14,instance_014.json
MMR_Modified,250,250,1386.786615575856,0.9729071999900043,6,improvement_pct=0.1144,large_balanced,14,instance_014.json
